m_phi_low,m_phi_high,m_H5,sin_theta_H,N_phi_GM
0.1036403410,0.1184105990,0.1102396843,0.0215096141,0.0000314692
0.1036403410,0.1184105990,0.1181801548,0.0084355756,0.0000047020
0.1036403410,0.1184105990,0.1107114633,0.1682873708,0.0019283023
0.1036403410,0.1184105990,0.1045487744,0.2235834282,0.0034648542
0.1036403410,0.1184105990,0.1036979310,0.1829546667,0.0023253568
0.1036403410,0.1184105990,0.1139977370,0.1948209629,0.0025588007
0.1036403410,0.1184105990,0.1057415036,0.2448697040,0.0041421971
0.1036403410,0.1184105990,0.1121609599,0.0086459133,0.0000050341
0.1036403410,0.1184105990,0.1091907916,0.0166763988,0.0000189591
0.1036403410,0.1184105990,0.1074538989,0.1166431431,0.0009351294
0.1036403410,0.1184105990,0.1152845214,0.2641716754,0.0046864003
0.1036403410,0.1184105990,0.1038604836,0.0483591580,0.0001622115
0.1036403410,0.1184105990,0.1041116154,0.0420102075,0.0001223014
0.1036403410,0.1184105990,0.1135618064,0.0834736913,0.0004701837
0.1036403410,0.1184105990,0.1177931704,0.0119554586,0.0000094765
0.1036403410,0.1184105990,0.1147986578,0.0254000360,0.0000432970
0.1036403410,0.1184105990,0.1137885113,0.1247837095,0.0010502322
0.1036403410,0.1184105990,0.1089931424,0.0567646166,0.0002203582
0.1036403410,0.1184105990,0.1133963049,0.0136289800,0.0000124940
0.1036403410,0.1184105990,0.1122583270,0.0227823723,0.0000350958
0.1036403410,0.1184105990,0.1173350938,0.0153479345,0.0000156581
0.1036403410,0.1184105990,0.1068207263,0.2398312909,0.0039615957
0.1036403410,0.1184105990,0.1119359127,0.2216538699,0.0033332224
0.1036403410,0.1184105990,0.1070482499,0.1950001786,0.0026170969
0.1036403410,0.1184105990,0.1067723498,0.0100242565,0.0000068821
0.1036403410,0.1184105990,0.1129204856,0.0071124513,0.0000033937
0.1036403410,0.1184105990,0.1036408112,0.0087875495,0.0000053230
0.1036403410,0.1184105990,0.1097101313,0.1114600702,0.0008482465
0.1036403410,0.1184105990,0.1140387189,0.0859967985,0.0004983159
0.1036403410,0.1184105990,0.1118427432,0.0338707560,0.0000777206
0.1036403410,0.1184105990,0.1047998200,0.0105467354,0.0000076535
0.1036403410,0.1184105990,0.1133967784,0.0397718299,0.0001067072
0.1036403410,0.1184105990,0.1170473239,0.1196166005,0.0009552517
0.1036403410,0.1184105990,0.1148116955,0.0921386965,0.0005706964
0.1036403410,0.1184105990,0.1076950609,0.1703548266,0.0019935627
0.1036403410,0.1184105990,0.1120967694,0.0126090387,0.0000107325
0.1036403410,0.1184105990,0.1076960213,0.0701594472,0.0003379667
0.1036403410,0.1184105990,0.1057766684,0.0885163456,0.0005409236
0.1036403410,0.1184105990,0.1051703513,0.0937936872,0.0006084147
0.1036403410,0.1184105990,0.1104046368,0.0861661046,0.0005055906
0.1036403410,0.1184105990,0.1087768273,0.0467328671,0.0001494152
0.1036403410,0.1184105990,0.1152079505,0.0098029285,0.0000064164
0.1036403410,0.1184105990,0.1149978222,0.0204045130,0.0000279073
0.1036403410,0.1184105990,0.1070666208,0.0579417479,0.0002308842
0.1036403410,0.1184105990,0.1148160056,0.1328197106,0.0011861164
0.1036403410,0.1184105990,0.1070975211,0.0315797866,0.0000685195
0.1036403410,0.1184105990,0.1062306417,0.0075344054,0.0000038728
0.1036403410,0.1184105990,0.1115747562,0.1097234592,0.0008170229
0.1036403410,0.1184105990,0.1097443559,0.0935764295,0.0005973782
0.1036403410,0.1184105990,0.1090855047,0.0236004243,0.0000380231
0.1036403410,0.1184105990,0.1174160697,0.0068860444,0.0000031358
0.1036403410,0.1184105990,0.1114685512,0.0228511612,0.0000353952
0.1036403410,0.1184105990,0.1043936290,0.0931836250,0.0006018315
0.1036403410,0.1184105990,0.1044840792,0.0798807826,0.0004420934
0.1036403410,0.1184105990,0.1164466781,0.0625580399,0.0002616540
0.1036403410,0.1184105990,0.1062837047,0.1567053467,0.0016079746
0.1036403410,0.1184105990,0.1064222523,0.0324678030,0.0000725714
0.1036403410,0.1184105990,0.1155991013,0.0204710698,0.0000280372
0.1036403410,0.1184105990,0.1058198432,0.1298877943,0.0011648937
0.1036403410,0.1184105990,0.1155310887,0.1315529528,0.0011610015
0.1036403410,0.1184105990,0.1115150214,0.2524439270,0.0043285210
0.1036403410,0.1184105990,0.1088670870,0.0212755961,0.0000309121
0.1036403410,0.1184105990,0.1114647695,0.1816348589,0.0022404303
0.1036403410,0.1184105990,0.1077036672,0.0274930785,0.0000518275
0.1036403410,0.1184105990,0.1165825156,0.2369200179,0.0037539386
0.1036403410,0.1184105990,0.1085880058,0.0077409681,0.0000040752
0.1036403410,0.1184105990,0.1036624489,0.0814846204,0.0004610850
0.1036403410,0.1184105990,0.1055060115,0.0300361887,0.0000622318
0.1036403410,0.1184105990,0.1081928125,0.0123634218,0.0000104378
0.1036403410,0.1184105990,0.1176910002,0.0719726482,0.0003450113
0.1036403410,0.1184105990,0.1096590793,0.0096683190,0.0000063471
0.1036403410,0.1184105990,0.1117388584,0.0701262325,0.0003335187
0.1036403410,0.1184105990,0.1119075784,0.0113861172,0.0000087485
0.1036403410,0.1184105990,0.1048533852,0.1004795788,0.0006989037
0.1036403410,0.1184105990,0.1067837066,0.0907412487,0.0005669376
0.1036403410,0.1184105990,0.1170479945,0.0271854834,0.0000492560
0.1036403410,0.1184105990,0.1132814499,0.0082677224,0.0000045861
0.1036403410,0.1184105990,0.1177800950,0.0178309729,0.0000211160
0.1036403410,0.1184105990,0.1156472563,0.0099941872,0.0000066609
0.1036403410,0.1184105990,0.1129434833,0.0072621847,0.0000035385
0.1036403410,0.1184105990,0.1113879058,0.1286576007,0.0011245311
0.1036403410,0.1184105990,0.1160504895,0.0783371547,0.0004108883
0.1036403410,0.1184105990,0.1046967958,0.0380261304,0.0001000225
0.1036403410,0.1184105990,0.1039261960,0.0306756350,0.0000652008
0.1036403410,0.1184105990,0.1178660057,0.0563161837,0.0002110668
0.1036403410,0.1184105990,0.1116105749,0.0120599306,0.0000098282
0.1036403410,0.1184105990,0.1053328213,0.0196850794,0.0000267087
0.1036403410,0.1184105990,0.1183098885,0.2023065235,0.0027220206
0.1036403410,0.1184105990,0.1092546151,0.0440263181,0.0001324134
0.1036403410,0.1184105990,0.1041427020,0.1573227327,0.0017172001
0.1036403410,0.1184105990,0.1063409026,0.0000000113,0.0001495292
0.1036403410,0.1184105990,0.1168862588,0.0882409826,0.0005200195
0.1036403410,0.1184105990,0.1072375638,0.0090881925,0.0000056458
0.1036403410,0.1184105990,0.1146580873,0.0198985398,0.0000265665
0.1036403410,0.1184105990,0.1163780647,0.2409962330,0.0038867500
0.1036403410,0.1184105990,0.1085313236,0.1867834380,0.0023908738
0.1036403410,0.1184105990,0.1127405715,0.1953477694,0.0025825874
0.1036403410,0.1184105990,0.1117763286,0.0178758680,0.0000216254
0.1036403410,0.1184105990,0.1114288954,0.0385865495,0.0001010569
0.1036403410,0.1184105990,0.1085248217,0.1536763108,0.0016183484
0.1036403410,0.1184105990,0.1153033234,0.1744168393,0.0020425216
0.1036403410,0.1184105990,0.1145179179,0.0941070443,0.0005958916
0.1036403410,0.1184105990,0.1048750135,0.0480031331,0.0001593784
0.1036403410,0.1184105990,0.1055166532,0.0191244454,0.0000251932
0.1036403410,0.1184105990,0.1053075915,0.0473292918,0.0001547436
0.1036403410,0.1184105990,0.1052497780,0.1812087488,0.0022713098
0.1036403410,0.1184105990,0.1060461262,0.1418915225,0.0013894025
0.1036403410,0.1184105990,0.1133608136,0.0297883787,0.0000598360
0.1036403410,0.1184105990,0.1084669235,0.0102916205,0.0000072198
0.1036403410,0.1184105990,0.1119610984,0.0946911077,0.0006080523
0.1036403410,0.1184105990,0.1042554355,0.0072127410,0.0000035734
0.1036403410,0.1184105990,0.1101041833,0.0088561137,0.0000053210
0.1036403410,0.1184105990,0.1049050919,0.0813450095,0.0004579166
0.1036403410,0.1184105990,0.1042030527,0.0062359287,0.0000026672
0.1036403410,0.1184105990,0.1131691573,0.0080650741,0.0000043648
0.1036403410,0.1184105990,0.1113669937,0.0271472275,0.0000499575
0.1036403410,0.1184105990,0.1170647194,0.2110228100,0.0029734784
0.1036403410,0.1184105990,0.1123552137,0.0069025063,0.0000032010
0.1036403410,0.1184105990,0.1087825557,0.0504807161,0.0001743553
0.1036403410,0.1184105990,0.1165096703,0.0374994648,0.0000939385
0.1036403410,0.1184105990,0.1044743718,0.0165874664,0.0000189968
0.1036403410,0.1184105990,0.1087671585,0.1450025854,0.0014397666
0.1036403410,0.1184105990,0.1163399474,0.1099824531,0.0008093480
0.1036403410,0.1184105990,0.1075171361,0.1828253131,0.0022973500
0.1036403410,0.1184105990,0.1080966539,0.0421053057,0.0001215131
0.1036403410,0.1184105990,0.1145601937,0.0241420165,0.0000391384
0.1036403410,0.1184105990,0.1074657197,0.2073162895,0.0029546281
0.1036403410,0.1184105990,0.1046085669,0.2561971222,0.0045488324
0.1036403410,0.1184105990,0.1107990335,0.0087283847,0.0000051520
0.1036403410,0.1184105990,0.1173956678,0.0699918472,0.0003265822
0.1036403410,0.1184105990,0.1160590970,0.0542546592,0.0001970160
0.1036403410,0.1184105990,0.1036739212,0.0788763117,0.0004320124
0.1036403410,0.1184105990,0.1128068838,0.0655380327,0.0002904504
0.1036403410,0.1184105990,0.1100937628,0.0072245258,0.0000035338
0.1036403410,0.1184105990,0.1166513856,0.0461445199,0.0001422232
0.1036403410,0.1184105990,0.1109149843,0.0075782368,0.0000038782
0.1036403410,0.1184105990,0.1077662796,0.0078018874,0.0000041498
0.1036403410,0.1184105990,0.1112774240,0.0309270665,0.0000649028
0.1036403410,0.1184105990,0.1063068923,0.0001244078,0.0000408414
0.1036403410,0.1184105990,0.1169902683,0.0575574155,0.0002210952
0.1036403410,0.1184105990,0.1142779458,0.0210041685,0.0000296404
0.1036403410,0.1184105990,0.1058685182,0.0534182037,0.0001968427
0.1036403410,0.1184105990,0.1070563032,0.0219596177,0.0000331081
0.1036403410,0.1184105990,0.1107724465,0.1529052727,0.0015915576
0.1036403410,0.1184105990,0.1064128200,0.1594913212,0.0019219839
0.1036403410,0.1184105990,0.1133014849,0.0141119500,0.0000134011
0.1036403410,0.1184105990,0.1072807118,0.0123710878,0.0000104784
0.1036403410,0.1184105990,0.1050417948,0.0924094311,0.0005907953
0.1036403410,0.1184105990,0.1159561516,0.0076399003,0.0000038813
0.1036403410,0.1184105990,0.1110435938,0.0076039246,0.0000039038
0.1036403410,0.1184105990,0.1162681941,0.0085932272,0.0000049099
0.1036403410,0.1184105990,0.1089626199,0.0115535501,0.0000090915
0.1036403410,0.1184105990,0.1169524683,0.0179652244,0.0000214924
0.1036403410,0.1184105990,0.1094297996,0.0224487175,0.0000343633
0.1036403410,0.1184105990,0.1074612077,0.0116454661,0.0000092776
0.1036403410,0.1184105990,0.1176548673,0.0675164311,0.0003036291
0.1036403410,0.1184105990,0.1102261412,0.0889056088,0.0005390544
0.1036403410,0.1184105990,0.1080098645,0.1169596981,0.0009387024
0.1036403410,0.1184105990,0.1129831586,0.1354443656,0.0012404511
0.1036403410,0.1184105990,0.1046780384,0.0073002453,0.0000036568
0.1036403410,0.1184105990,0.1166618991,0.0255624561,0.0000435974
0.1036403410,0.1184105990,0.1036663386,0.2533003151,0.0044582111
0.1036403410,0.1184105990,0.1172790102,0.0281036955,0.0000526047
0.1036403410,0.1184105990,0.1153087937,0.0188654091,0.0000238271
0.1036403410,0.1184105990,0.1049287226,0.1643195301,0.0018692637
0.1036403410,0.1184105990,0.1060198662,0.0306997308,0.0000649207
0.1036403410,0.1184105990,0.1174018566,0.0857871997,0.0004906855
0.1036403410,0.1184105990,0.1123423099,0.0518642397,0.0001821080
0.1036403410,0.1184105990,0.1167142586,0.0145045643,0.0000140090
0.1036403410,0.1184105990,0.1139700203,0.0595265990,0.0002387364
0.1036403410,0.1184105990,0.1108552709,0.0638408882,0.0002772232
0.1036403410,0.1184105990,0.1099933935,0.0118734217,0.0000095794
0.1036403410,0.1184105990,0.1039644326,0.0097404083,0.0000065394
0.1036403410,0.1184105990,0.1073021662,0.0180807442,0.0000224158
0.1036403410,0.1184105990,0.1065021069,0.0786043281,0.0004257198
0.1036403410,0.1184105990,0.1084826724,0.0425470637,0.0001239387
0.1036403410,0.1184105990,0.1047834191,0.0070045241,0.0000033641
0.1036403410,0.1184105990,0.1161200306,0.0174792914,0.0000203972
0.1036403410,0.1184105990,0.1058061863,0.0060959736,0.0000025367
0.1036403410,0.1184105990,0.1104700321,0.1075468358,0.0007882810
0.1036403410,0.1184105990,0.1076439547,0.0154084680,0.0000162540
0.1036403410,0.1184105990,0.1150457328,0.0620678503,0.0002587022
0.1036403410,0.1184105990,0.1064208269,0.1010994031,0.0007715050
0.1036403410,0.1184105990,0.1154725699,0.0115191236,0.0000088606
0.1036403410,0.1184105990,0.1064899448,0.0610050187,0.0002563787
0.1036403410,0.1184105990,0.1039901805,0.0388627145,0.0001046823
0.1036403410,0.1184105990,0.1145523483,0.2262467123,0.0034451156
0.1036403410,0.1184105990,0.1040919667,0.1873350497,0.0024353962
0.1036403410,0.1184105990,0.1087053608,0.1926502989,0.0025421602
0.1036403410,0.1184105990,0.1167972464,0.1174559122,0.0009217759
0.1036403410,0.1184105990,0.1167243760,0.0362387432,0.0000876637
0.1036403410,0.1184105990,0.1151199349,0.0381027763,0.0000974121
0.1036403410,0.1184105990,0.1111499082,0.0063410611,0.0000027093
0.1036403410,0.1184105990,0.1067272716,0.0487998854,0.0001639030
0.1036403410,0.1184105990,0.1117136143,0.0774601708,0.0004071117
0.1036403410,0.1184105990,0.1140552986,0.0433020766,0.0001262509
0.1036403410,0.1184105990,0.1105497791,0.0071338248,0.0000034388
0.1036403410,0.1184105990,0.1121987551,0.1485598314,0.0014959365
0.1036403410,0.1184105990,0.1146176947,0.0622132168,0.0002602622
0.1036403410,0.1184105990,0.1121834853,0.0887290477,0.0005335111
0.1036403410,0.1184105990,0.1159791773,0.0413754690,0.0001145702
0.1036403410,0.1184105990,0.1104094314,0.0206555965,0.0000289888
0.1036403410,0.1184105990,0.1131823154,0.0979706756,0.0006485029
0.1036403410,0.1184105990,0.1121191561,0.0117547632,0.0000093236
0.1036403410,0.1184105990,0.1176902794,0.0096891505,0.0000062189
0.1036403410,0.1184105990,0.1129216916,0.2001479466,0.0027095922
0.1036403410,0.1184105990,0.1098279156,0.1058578242,0.0007648305
0.1036403410,0.1184105990,0.1182176212,0.0073175727,0.0000035339
0.1036403410,0.1184105990,0.1038397256,0.0284124813,0.0000559378
0.1036403410,0.1184105990,0.1093616585,0.0083481570,0.0000047316
0.1036403410,0.1184105990,0.1060981017,0.0841969324,0.0004890437
0.1036403410,0.1184105990,0.1077130024,0.2487777259,0.0042517724
0.1036403410,0.1184105990,0.1131858689,0.1812281176,0.0022196716
0.1036403410,0.1184105990,0.1090433612,0.0315212869,0.0000678810
0.1036403410,0.1184105990,0.1115045983,0.0078247646,0.0000041286
0.1036403410,0.1184105990,0.1177401264,0.2469065966,0.0040621361
0.1036403410,0.1184105990,0.1175005365,0.0297816884,0.0000590395
0.1036403410,0.1184105990,0.1094814441,0.1059109228,0.0007663825
0.1036403410,0.1184105990,0.1123320484,0.2014818396,0.0027507620
0.1036403410,0.1184105990,0.1097023262,0.0141164724,0.0000135558
0.1036403410,0.1184105990,0.1110241212,0.0644757606,0.0002826285
0.1036403410,0.1184105990,0.1176859528,0.0085257757,0.0000048111
0.1036403410,0.1184105990,0.1046105731,0.0306311276,0.0000648877
0.1036403410,0.1184105990,0.1163163642,0.0078305351,0.0000040736
0.1036403410,0.1184105990,0.1127490258,0.0068800575,0.0000031763
0.1036403410,0.1184105990,0.1079700371,0.1173713222,0.0009454320
0.1036403410,0.1184105990,0.1120708785,0.0267918848,0.0000485829
0.1036403410,0.1184105990,0.1049890593,0.0355052588,0.0000871171
0.1036403410,0.1184105990,0.1054014258,0.0684752310,0.0003239753
0.1036403410,0.1184105990,0.1043667734,0.2527899331,0.0044316221
0.1036403410,0.1184105990,0.1103134087,0.1859012345,0.0023570570
0.1036403410,0.1184105990,0.1171414185,0.0292483758,0.0000570070
0.1036403410,0.1184105990,0.1113009801,0.0259271111,0.0000456081
0.1036403410,0.1184105990,0.1076694909,0.0123647152,0.0000104559
0.1036403410,0.1184105990,0.1133383387,0.0550237579,0.0002043638
0.1036403410,0.1184105990,0.1162226728,0.1182526064,0.0009360245
0.1036403410,0.1184105990,0.1179085448,0.1599240514,0.0017030379
0.1036403410,0.1184105990,0.1120006068,0.0134026842,0.0000121331
0.1036403410,0.1184105990,0.1102031370,0.0081445277,0.0000044893
0.1036403410,0.1184105990,0.1152032686,0.1040440468,0.0007268728
0.1036403410,0.1184105990,0.1055625129,0.0736001643,0.0003741426
0.1036403410,0.1184105990,0.1100918935,0.0103276053,0.0000072282
0.1036403410,0.1184105990,0.1141700129,0.0156973015,0.0000165441
0.1036403410,0.1184105990,0.1071995676,0.0847867773,0.0004943605
0.1036403410,0.1184105990,0.1121588679,0.2233665389,0.0033826580
0.1036403410,0.1184105990,0.1107429178,0.0097435177,0.0000064258
0.1036403410,0.1184105990,0.1167395262,0.0291722031,0.0000567826
0.1036403410,0.1184105990,0.1051357600,0.0210591063,0.0000305918
0.1036403410,0.1184105990,0.1093532549,0.0536385893,0.0001965361
0.1036403410,0.1184105990,0.1095568628,0.0678585799,0.0003144408
0.1036403410,0.1184105990,0.1108592191,0.0954961125,0.0006204885
0.1036403410,0.1184105990,0.1038231893,0.0125786661,0.0000109286
0.1036403410,0.1184105990,0.1048180503,0.0956089032,0.0006328275
0.1036403410,0.1184105990,0.1077702213,0.0842039073,0.0004867825
0.1036403410,0.1184105990,0.1179461154,0.0474976107,0.0001500716
0.1036403410,0.1184105990,0.1076510649,0.0932037697,0.0005966461
0.1036403410,0.1184105990,0.1176827540,0.1935369201,0.0024961277
0.1036403410,0.1184105990,0.1149122011,0.0177002939,0.0000209964
0.1036403410,0.1184105990,0.1070814850,0.2347633739,0.0037930780
0.1036403410,0.1184105990,0.1117008565,0.2172519832,0.0032060139
0.1036403410,0.1184105990,0.1083289272,0.0803061675,0.0004420272
0.1036403410,0.1184105990,0.1054122429,0.1750487538,0.0021185125
0.1036403410,0.1184105990,0.1178371480,0.0271435386,0.0000489805
0.1036403410,0.1184105990,0.1101247084,0.0369377566,0.0000929916
0.1036403410,0.1184105990,0.1069816115,0.1404657067,0.0013580697
0.1036403410,0.1184105990,0.1168885996,0.0513151920,0.0001757734
0.1036403410,0.1184105990,0.1138427770,0.1097596873,0.0008123703
0.1036403410,0.1184105990,0.1122532768,0.0726477234,0.0003575187
0.1036403410,0.1184105990,0.1073517815,0.0139044129,0.0000132413
0.1036403410,0.1184105990,0.1042546224,0.1237870505,0.0010626702
0.1036403410,0.1184105990,0.1132809023,0.1917391557,0.0024839386
0.1036403410,0.1184105990,0.1166004277,0.2500996370,0.0041830312
0.1036403410,0.1184105990,0.1068852500,0.0060811066,0.0000025220
0.1036403410,0.1184105990,0.1082841898,0.0158042519,0.0000170697
0.1036403410,0.1184105990,0.1087166776,0.0107877722,0.0000079290
0.1036403410,0.1184105990,0.1177416613,0.0080689805,0.0000043068
0.1036403410,0.1184105990,0.1136070759,0.0530441875,0.0001897594
0.1036403410,0.1184105990,0.1154825273,0.0143336211,0.0000137332
0.1036403410,0.1184105990,0.1039595332,0.0089868829,0.0000055633
0.1036403410,0.1184105990,0.1173374746,0.1090185354,0.0007927081
0.1036403410,0.1184105990,0.1133654543,0.1449959378,0.0014199546
0.1036403410,0.1184105990,0.1072158089,0.0193792699,0.0000257633
0.1036403410,0.1184105990,0.1149883351,0.2327081388,0.0036397988
0.1036403410,0.1184105990,0.1145997027,0.0112670532,0.0000084992
0.1036403410,0.1184105990,0.1045647304,0.0119924244,0.0000099104
0.1036403410,0.1184105990,0.1095626938,0.1895613898,0.0024550961
0.1036403410,0.1184105990,0.1089444217,0.0251494170,0.0000432028
0.1036403410,0.1184105990,0.1087413980,0.0542369248,0.0002013087
0.1036403410,0.1184105990,0.1041384845,0.0207525475,0.0000297890
0.1036403410,0.1184105990,0.1091820851,0.0090829394,0.0000056074
0.1036403410,0.1184105990,0.1084128529,0.2210703978,0.0033505248
0.1036403410,0.1184105990,0.1094700078,0.1581474078,0.0017091653
0.1036403410,0.1184105990,0.1102571580,0.0459891344,0.0001441342
0.1036403410,0.1184105990,0.1152061922,0.0152874537,0.0000156394
0.1036403410,0.1184105990,0.1122033385,0.0101750074,0.0000069786
0.1036403410,0.1184105990,0.1150886591,0.1782876091,0.0021356313
0.1036403410,0.1184105990,0.1138658863,0.2272419183,0.0034828734
0.1036403410,0.1184105990,0.1081181375,0.0961254193,0.0006337926
0.1036403410,0.1184105990,0.1140596669,0.0548494256,0.0002026203
0.1036403410,0.1184105990,0.1166198798,0.0099764814,0.0000066169
0.1036403410,0.1184105990,0.1058613639,0.0184796403,0.0000234969
0.1036403410,0.1184105990,0.1144702795,0.0070975241,0.0000033633
0.1036403410,0.1184105990,0.1147789210,0.0997817919,0.0006694060
0.1036403410,0.1184105990,0.1136815684,0.1523194614,0.0015655286
0.1036403410,0.1184105990,0.1130713824,0.1851407163,0.0023173760
0.1036403410,0.1184105990,0.1039926059,0.1415666959,0.0013909742
0.1036403410,0.1184105990,0.1068095296,0.1434914712,0.0014179194
0.1036403410,0.1184105990,0.1145143260,0.0106581863,0.0000076051
0.1036403410,0.1184105990,0.1051309484,0.0359084004,0.0000890732
0.1036403410,0.1184105990,0.1099069959,0.0122530058,0.0000102003
0.1036403410,0.1184105990,0.1139342399,0.0759627321,0.0003889027
0.1036403410,0.1184105990,0.1179091176,0.2052757817,0.0028061296
0.1036403410,0.1184105990,0.1049970743,0.0067863475,0.0000031549
0.1036403410,0.1184105990,0.1080321190,0.2560970154,0.0045015050
0.1036403410,0.1184105990,0.1162857319,0.1386758928,0.0012871051
0.1036403410,0.1184105990,0.1147140510,0.0152952091,0.0000156794
0.1036403410,0.1184105990,0.1161955772,0.0073838256,0.0000036217
0.1036403410,0.1184105990,0.1140781136,0.0419264873,0.0001183432
0.1036403410,0.1184105990,0.1079758302,0.0089396659,0.0000054505
0.1036403410,0.1184105990,0.1108313292,0.0629228285,0.0002693229
0.1036403410,0.1184105990,0.1096917618,0.0381097721,0.0000990668
0.1036403410,0.1184105990,0.1058381342,0.0118968914,0.0000097178
0.1036403410,0.1184105990,0.1162888909,0.0726971126,0.0003535659
0.1036403410,0.1184105990,0.1165827076,0.0148107051,0.0000146139
0.1036403410,0.1184105990,0.1038063684,0.1319758438,0.0012094672
0.1036403410,0.1184105990,0.1067039089,0.0883557383,0.0005376339
0.1036403410,0.1184105990,0.1165695056,0.1326192017,0.0011760534
0.1036403410,0.1184105990,0.1059192977,0.0104386294,0.0000074733
0.1036403410,0.1184105990,0.1088758140,0.0095067403,0.0000061502
0.1036403410,0.1184105990,0.1045896355,0.0585792427,0.0002375988
0.1036403410,0.1184105990,0.1094878885,0.0217947575,0.0000323822
0.1036403410,0.1184105990,0.1049122901,0.0647646900,0.0002901968
0.1036403410,0.1184105990,0.1071409713,0.0081447755,0.0000045322
0.1036403410,0.1184105990,0.1152355179,0.0738002838,0.0003655889
0.1036403410,0.1184105990,0.1107529730,0.1402074932,0.0013382265
0.1036403410,0.1184105990,0.1115607186,0.0230684529,0.0000360462
0.1036403410,0.1184105990,0.1136777448,0.0551610543,0.0002051717
0.1036403410,0.1184105990,0.1093950193,0.0626848640,0.0002684293
0.1036403410,0.1184105990,0.1127747921,0.0118606779,0.0000094739
0.1036403410,0.1184105990,0.1098728285,0.0316005925,0.0000680163
0.1036403410,0.1184105990,0.1093354730,0.1673538291,0.0019147504
0.1036403410,0.1184105990,0.1175545297,0.0472827090,0.0001489023
0.1036403410,0.1184105990,0.1054764491,0.0233747202,0.0000376661
0.1036403410,0.1184105990,0.1122227617,0.0332800829,0.0000749612
0.1036403410,0.1184105990,0.1102021363,0.1606451113,0.0017597770
0.1036403410,0.1184105990,0.1098170928,0.0223548575,0.0000340582
0.1036403410,0.1184105990,0.1047129768,0.0850228388,0.0005005489
0.1036403410,0.1184105990,0.1157027050,0.0617845908,0.0002558192
0.1036403410,0.1184105990,0.1118115889,0.0356532345,0.0000861636
0.1036403410,0.1184105990,0.1184029301,0.1988582720,0.0026292184
0.1036403410,0.1184105990,0.1049592752,0.0135973183,0.0000127355
0.1036403410,0.1184105990,0.1039956245,0.0601477330,0.0002509162
0.1036403410,0.1184105990,0.1148291188,0.0174334484,0.0000203723
0.1036403410,0.1184105990,0.1056913722,0.0076108248,0.0000039649
0.1036403410,0.1184105990,0.1166816093,0.1521362483,0.0015472159
0.1036403410,0.1184105990,0.1173050517,0.0612821076,0.0002504016
0.1036403410,0.1184105990,0.1098866220,0.1124446460,0.0008638693
0.1036403410,0.1184105990,0.1070461939,0.1381287175,0.0013130000
0.1036403410,0.1184105990,0.1125673578,0.0232018120,0.0000363676
0.1036403410,0.1184105990,0.1137950676,0.2153639103,0.0031289232
0.1036403410,0.1184105990,0.1066639859,0.0132815799,0.0000121030
0.1036403410,0.1184105990,0.1166608899,0.0114426865,0.0000087104
0.1036403410,0.1184105990,0.1136660018,0.0362920014,0.0000887651
0.1036403410,0.1184105990,0.1133860754,0.2074068818,0.0029056015
0.1036403410,0.1184105990,0.1068398752,0.0298022334,0.0000610612
0.1036403410,0.1184105990,0.1102800302,0.0277285301,0.0000522983
0.1036403410,0.1184105990,0.1040176988,0.0380425478,0.0001002987
0.1036403410,0.1184105990,0.1169369073,0.0563447057,0.0002119077
0.1036403410,0.1184105990,0.1053270579,0.0490133702,0.0001659514
0.1036403410,0.1184105990,0.1061395896,0.1109862949,0.0008497950
0.1036403410,0.1184105990,0.1109246311,0.2408527640,0.0039490406
0.1036403410,0.1184105990,0.1118098995,0.0293053599,0.0000582049
0.1036403410,0.1184105990,0.1066217287,0.0106291467,0.0000077438
0.1036403410,0.1184105990,0.1160429908,0.0138746117,0.0000128433
0.1036403410,0.1184105990,0.1120137614,0.0097133656,0.0000063616
0.1036403410,0.1184105990,0.1083220992,0.2167477564,0.0032216118
0.1036403410,0.1184105990,0.1126357104,0.0072821745,0.0000035614
0.1036403410,0.1184105990,0.1094681374,0.0383212167,0.0001002361
0.1036403410,0.1184105990,0.1071583856,0.0062593853,0.0000026707
0.1036403410,0.1184105990,0.1061276543,0.0171530128,0.0000202389
0.1036403410,0.1184105990,0.1074433782,0.0314565920,0.0000679178
0.1036403410,0.1184105990,0.1121035839,0.1980884625,0.0026607116
0.1036403410,0.1184105990,0.1181926543,0.2100927360,0.0029367179
0.1036403410,0.1184105990,0.1125792605,0.0098256411,0.0000064988
0.1036403410,0.1184105990,0.1101340130,0.0105141584,0.0000074994
0.1036403410,0.1184105990,0.1160074303,0.0495713392,0.0001644802
0.1036403410,0.1184105990,0.1178516059,0.0998220880,0.0006634840
0.1036403410,0.1184105990,0.1171786862,0.0197436757,0.0000259475
0.1036403410,0.1184105990,0.1078606178,0.0117151320,0.0000093784
0.1036403410,0.1184105990,0.1066231258,0.0119243650,0.0000097519
0.1036403410,0.1184105990,0.1157666932,0.0400491484,0.0001074091
0.1036403410,0.1184105990,0.1095417164,0.1509788946,0.0015573737
0.1036403410,0.1184105990,0.1071372150,0.0149163559,0.0000152527
0.1036403410,0.1184105990,0.1080810919,0.1110286051,0.0008457141
0.1036403410,0.1184105990,0.1162275956,0.0839941265,0.0004721352
0.1036403410,0.1184105990,0.1066041525,0.0220837466,0.0000335274
0.1036403410,0.1184105990,0.1066305513,0.1288359573,0.0011436018
0.1036403410,0.1184105990,0.1066391648,0.0693893514,0.0003315912
0.1036403410,0.1184105990,0.1065999179,0.1056982604,0.0007697156
