m_phi_low,m_phi_high,m_H5,sin_theta_H,N_phi_GM
0.0297890532,0.0445593107,0.0402481518,0.0330569636,0.0000853599
0.0297890532,0.0445593107,0.0344244557,0.0350442271,0.0000964759
0.0297890532,0.0445593107,0.0309299939,0.0328751548,0.0000851362
0.0297890532,0.0445593107,0.0381609879,0.1624185666,0.0020688182
0.0297890532,0.0445593107,0.0396775491,0.0382014764,0.0001140982
0.0297890532,0.0445593107,0.0424951045,0.0193215932,0.0000290440
0.0297890532,0.0445593107,0.0348972964,0.0397539464,0.0001241314
0.0297890532,0.0445593107,0.0405691275,0.2648951615,0.0054907395
0.0297890532,0.0445593107,0.0411473566,0.0095056872,0.0000070104
0.0297890532,0.0445593107,0.0370040923,0.1383293397,0.0015021875
0.0297890532,0.0445593107,0.0403501490,0.1045954420,0.0008558748
0.0297890532,0.0445593107,0.0392527702,0.0339708262,0.0000902412
0.0297890532,0.0445593107,0.0392155740,0.1877792865,0.0027626319
0.0297890532,0.0445593107,0.0306254668,0.0258758908,0.0000527217
0.0297890532,0.0445593107,0.0407113926,0.2223940338,0.0038693692
0.0297890532,0.0445593107,0.0432625623,0.0181274584,0.0000255367
0.0297890532,0.0445593107,0.0436986718,0.2919417241,0.0066470004
0.0297890532,0.0445593107,0.0409512436,0.0424742148,0.0001408935
0.0297890532,0.0445593107,0.0360501246,0.0540792742,0.0002295932
0.0297890532,0.0445593107,0.0395752556,0.0081634499,0.0000051716
0.0297890532,0.0445593107,0.0391440197,0.3771990339,0.0111504884
0.0297890532,0.0445593107,0.0310164414,0.0140559543,0.0000155120
0.0297890532,0.0445593107,0.0407030919,0.0238953613,0.0000445408
0.0297890532,0.0445593107,0.0386412494,0.0949663263,0.0007067048
0.0297890532,0.0445593107,0.0319267599,0.0536577838,0.0002268318
0.0297890532,0.0445593107,0.0344376807,0.0844724218,0.0005612827
0.0297890532,0.0445593107,0.0424725475,0.0327029842,0.0000833441
0.0297890532,0.0445593107,0.0391145063,0.0826986917,0.0005355988
0.0297890532,0.0445593107,0.0319423801,0.0372632527,0.0001093234
0.0297890532,0.0445593107,0.0351622227,0.4233359000,0.0140984583
0.0297890532,0.0445593107,0.0426824031,0.0525052720,0.0002149797
0.0297890532,0.0445593107,0.0406169367,0.0845788578,0.0005593868
0.0297890532,0.0445593107,0.0368854630,0.3074145384,0.0074221417
0.0297890532,0.0445593107,0.0309568986,0.0430407646,0.0001460080
0.0297890532,0.0445593107,0.0339758190,0.0216567324,0.0000368075
0.0297890532,0.0445593107,0.0328493760,0.0894616322,0.0006304313
0.0297890532,0.0445593107,0.0424263289,0.3992012711,0.0124468417
0.0297890532,0.0445593107,0.0319978303,0.0111832202,0.0000097975
0.0297890532,0.0445593107,0.0436285810,0.0090977047,0.0000064021
0.0297890532,0.0445593107,0.0408221405,0.0378763148,0.0001120307
0.0297890532,0.0445593107,0.0393293209,0.0703507778,0.0003874493
0.0297890532,0.0445593107,0.0431280212,0.1368342029,0.0014607152
0.0297890532,0.0445593107,0.0416701447,0.4710527571,0.0173453808
0.0297890532,0.0445593107,0.0317620370,0.0904712997,0.0006453238
0.0297890532,0.0445593107,0.0356425521,0.0577423250,0.0002618709
0.0297890532,0.0445593107,0.0340813036,0.0742457370,0.0004336846
0.0297890532,0.0445593107,0.0362763112,0.1371711135,0.0014781334
0.0297890532,0.0445593107,0.0341227160,0.1480020416,0.0017241678
0.0297890532,0.0445593107,0.0315324687,0.1304047150,0.0013413386
0.0297890532,0.0445593107,0.0343456581,0.0378721641,0.0001127013
0.0297890532,0.0445593107,0.0336993537,0.0112113582,0.0000098331
0.0297890532,0.0445593107,0.0419159614,0.0091871813,0.0000065413
0.0297890532,0.0445593107,0.0310672964,0.0270606516,0.0000576479
0.0297890532,0.0445593107,0.0393143859,0.0137181248,0.0000146648
0.0297890532,0.0445593107,0.0315716386,0.0130679388,0.0000133963
0.0297890532,0.0445593107,0.0396426461,0.0104456787,0.0000084847
0.0297890532,0.0445593107,0.0298222669,0.0419363707,0.0001387257
0.0297890532,0.0445593107,0.0409361048,0.0275073446,0.0000590350
0.0297890532,0.0445593107,0.0321677345,0.3707190151,0.0108390527
0.0297890532,0.0445593107,0.0392643585,0.0759364276,0.0004514827
0.0297890532,0.0445593107,0.0334574872,0.0556534634,0.0002437216
0.0297890532,0.0445593107,0.0306979501,0.0192005211,0.0000289960
0.0297890532,0.0445593107,0.0363120494,0.0119891488,0.0000112240
0.0297890532,0.0445593107,0.0365924680,0.0843663249,0.0005587843
0.0297890532,0.0445593107,0.0307418227,0.0396196260,0.0001237204
0.0297890532,0.0445593107,0.0416323599,0.4047694686,0.0128074353
0.0297890532,0.0445593107,0.0384317525,0.2066041642,0.0033470263
0.0297890532,0.0445593107,0.0421768872,0.1307017040,0.0013340644
0.0297890532,0.0445593107,0.0328029003,0.3324467317,0.0087117619
0.0297890532,0.0445593107,0.0420811465,0.0093631337,0.0000067941
0.0297890532,0.0445593107,0.0386057095,0.1242304320,0.0012096341
0.0297890532,0.0445593107,0.0326817900,0.0382550061,0.0001151566
0.0297890532,0.0445593107,0.0384521997,0.2162999763,0.0036685347
0.0297890532,0.0445593107,0.0374060873,0.0504896318,0.0001998513
0.0297890532,0.0445593107,0.0347283142,0.2823421362,0.0062730043
0.0297890532,0.0445593107,0.0436612442,0.0421609272,0.0001384159
0.0297890532,0.0445593107,0.0436288480,0.0458163433,0.0001634881
0.0297890532,0.0445593107,0.0433798830,0.1256944492,0.0012321563
0.0297890532,0.0445593107,0.0391022974,0.0088623892,0.0000061026
0.0297890532,0.0445593107,0.0313969743,0.0096661586,0.0000073150
0.0297890532,0.0445593107,0.0432121490,0.1029894957,0.0008272579
0.0297890532,0.0445593107,0.0318325662,0.0312761847,0.0000769912
0.0297890532,0.0445593107,0.0406061732,0.0770711034,0.0004644485
0.0297890532,0.0445593107,0.0371454863,0.0325564408,0.0000830447
0.0297890532,0.0445593107,0.0439085612,0.0134799784,0.0000140901
0.0297890532,0.0445593107,0.0357179159,0.0265373242,0.0000552189
0.0297890532,0.0445593107,0.0333054260,0.0126973316,0.0000126271
0.0297890532,0.0445593107,0.0322852263,0.3777921128,0.0112555715
0.0297890532,0.0445593107,0.0402002570,0.0083922203,0.0000054635
0.0297890532,0.0445593107,0.0391443603,0.0079504218,0.0000049061
0.0297890532,0.0445593107,0.0322752903,0.0147174491,0.0000169936
0.0297890532,0.0445593107,0.0332222923,0.1157754868,0.0010557185
0.0297890532,0.0445593107,0.0380289436,0.0478042079,0.0001790348
0.0297890532,0.0445593107,0.0391022919,0.1458670046,0.0016670132
0.0297890532,0.0445593107,0.0418462711,0.2292392404,0.0041063631
0.0297890532,0.0445593107,0.0369287658,0.0107554350,0.0000090210
0.0297890532,0.0445593107,0.0415228257,0.0241614474,0.0000455009
0.0297890532,0.0445593107,0.0333891596,0.0099973247,0.0000078142
0.0297890532,0.0445593107,0.0346798509,0.1984835287,0.0030998445
0.0297890532,0.0445593107,0.0331336875,0.1110204863,0.0009708251
0.0297890532,0.0445593107,0.0334770773,0.1792085141,0.0025295459
0.0297890532,0.0445593107,0.0329441082,0.3170369334,0.0079218189
0.0297890532,0.0445593107,0.0411477948,0.0155481425,0.0000188158
0.0297890532,0.0445593107,0.0438895460,0.0229694218,0.0000410095
0.0297890532,0.0445593107,0.0338997274,0.1007662234,0.0007991899
0.0297890532,0.0445593107,0.0301670655,0.0424041422,0.0001418035
0.0297890532,0.0445593107,0.0314139393,0.0757024884,0.0004518807
0.0297890532,0.0445593107,0.0320703660,0.0117767949,0.0000108683
0.0297890532,0.0445593107,0.0303653061,0.1532476134,0.0018542867
0.0297890532,0.0445593107,0.0366013021,0.0480064451,0.0001807988
0.0297890532,0.0445593107,0.0431218240,0.1007419590,0.0007916109
0.0297890532,0.0445593107,0.0406918151,0.0193490156,0.0000291822
0.0297890532,0.0445593107,0.0396033808,0.0074085478,0.0000042551
0.0297890532,0.0445593107,0.0329261641,0.1588924197,0.0019893413
0.0297890532,0.0445593107,0.0433929248,0.0983788387,0.0007546687
0.0297890532,0.0445593107,0.0310832882,0.2563139184,0.0051853816
0.0297890532,0.0445593107,0.0307669793,0.0154204962,0.0000186829
0.0297890532,0.0445593107,0.0370216766,0.0849863321,0.0005668034
0.0297890532,0.0445593107,0.0299005071,0.2882600819,0.0065647575
0.0297890532,0.0445593107,0.0303070412,0.0613219613,0.0002966920
0.0297890532,0.0445593107,0.0387301772,0.2630450424,0.0054243725
0.0297890532,0.0445593107,0.0443205815,0.1278918748,0.0012742854
0.0297890532,0.0445593107,0.0362806438,0.0567110743,0.0002524471
0.0297890532,0.0445593107,0.0362347745,0.1077052039,0.0009111934
0.0297890532,0.0445593107,0.0368181012,0.0340879807,0.0000910796
0.0297890532,0.0445593107,0.0371547194,0.0139883236,0.0000152817
0.0297890532,0.0445593107,0.0351561661,0.0171194128,0.0000229541
0.0297890532,0.0445593107,0.0401468325,0.0531584552,0.0002209563
0.0297890532,0.0445593107,0.0304574504,0.0198223413,0.0000309142
0.0297890532,0.0445593107,0.0394259388,0.0231034339,0.0000416869
0.0297890532,0.0445593107,0.0363435215,0.2166111347,0.0036864968
0.0297890532,0.0445593107,0.0415423261,0.0093119612,0.0000067236
0.0297890532,0.0445593107,0.0390873878,0.1481187934,0.0017189183
0.0297890532,0.0445593107,0.0394553999,0.1911989336,0.0028635013
0.0297890532,0.0445593107,0.0427674066,0.0287800212,0.0000645063
0.0297890532,0.0445593107,0.0403217564,0.0237074520,0.0000438591
0.0297890532,0.0445593107,0.0317647727,0.2344609326,0.0043363891
0.0297890532,0.0445593107,0.0320647602,0.2119284727,0.0035419671
0.0297890532,0.0445593107,0.0426437885,0.0072956343,0.0000041127
0.0297890532,0.0445593107,0.0443959077,0.0104809368,0.0000084992
0.0297890532,0.0445593107,0.0342362844,0.0401506391,0.0001266970
0.0297890532,0.0445593107,0.0301102047,0.0462070087,0.0001684115
0.0297890532,0.0445593107,0.0332101886,0.2860636161,0.0064479388
0.0297890532,0.0445593107,0.0338232783,0.0446601206,0.0001568420
0.0297890532,0.0445593107,0.0385853039,0.1966606877,0.0030320915
0.0297890532,0.0445593107,0.0348833736,0.0758347109,0.0004521383
0.0297890532,0.0445593107,0.0372392684,0.0455789462,0.0001628648
0.0297890532,0.0445593107,0.0303146510,0.0130858301,0.0000134463
0.0297890532,0.0445593107,0.0437940180,0.3300635893,0.0084956484
0.0297890532,0.0445593107,0.0443116186,0.1106290828,0.0009534167
0.0297890532,0.0445593107,0.0376793146,0.2345081388,0.0043155226
0.0297890532,0.0445593107,0.0353500622,0.0355294757,0.0000990880
0.0297890532,0.0445593107,0.0349182759,0.0076562660,0.0000045659
0.0297890532,0.0445593107,0.0334864849,0.0806375095,0.0005118744
0.0297890532,0.0445593107,0.0309939277,0.0944724489,0.0007041225
0.0297890532,0.0445593107,0.0333639898,0.0180424352,0.0000255417
0.0297890532,0.0445593107,0.0381664801,0.0108771880,0.0000092163
0.0297890532,0.0445593107,0.0417987182,0.2348454675,0.0043099219
0.0297890532,0.0445593107,0.0329461665,0.0872483050,0.0005995609
0.0297890532,0.0445593107,0.0406509608,0.0941468518,0.0006931473
0.0297890532,0.0445593107,0.0432774812,0.0130576627,0.0000132278
0.0297890532,0.0445593107,0.0321186119,0.0236903855,0.0000441271
0.0297890532,0.0445593107,0.0330750553,0.0170431777,0.0000227905
0.0297890532,0.0445593107,0.0351746197,0.0712054591,0.0003984923
0.0297890532,0.0445593107,0.0318661034,0.0114783295,0.0000103243
0.0297890532,0.0445593107,0.0404434084,0.2687751979,0.0056535271
0.0297890532,0.0445593107,0.0398796798,0.4142790657,0.0134408421
0.0297890532,0.0445593107,0.0444143922,0.2612644156,0.0053190004
0.0297890532,0.0445593107,0.0354702552,0.0174657462,0.0000238877
0.0297890532,0.0445593107,0.0365775135,0.0149994967,0.0000175871
0.0297890532,0.0445593107,0.0311282777,0.0079192787,0.0000049021
0.0297890532,0.0445593107,0.0404746594,0.2746554172,0.0059034545
0.0297890532,0.0445593107,0.0423264715,0.0291090728,0.0000660233
0.0297890532,0.0445593107,0.0375169826,0.1482851943,0.0017254256
0.0297890532,0.0445593107,0.0364612937,0.0191386675,0.0000286684
0.0297890532,0.0445593107,0.0380763058,0.0150604412,0.0000177055
0.0297890532,0.0445593107,0.0433923930,0.0196630552,0.0000300523
0.0297890532,0.0445593107,0.0331896503,0.1588403349,0.0019875967
0.0297890532,0.0445593107,0.0378136813,0.0113088660,0.0000099685
0.0297890532,0.0445593107,0.0349893160,0.0127760489,0.0000127661
0.0297890532,0.0445593107,0.0444416401,0.0656914771,0.0003359618
0.0297890532,0.0445593107,0.0404721443,0.1127786973,0.0009949648
0.0297890532,0.0445593107,0.0439379870,0.4642689355,0.0168076102
0.0297890532,0.0445593107,0.0444115636,0.2233200228,0.0038860103
0.0297890532,0.0445593107,0.0388009966,0.4073084475,0.0130063524
0.0297890532,0.0445593107,0.0313011159,0.0720255494,0.0004090652
0.0297890532,0.0445593107,0.0406740065,0.0085880211,0.0000057199
0.0297890532,0.0445593107,0.0379364072,0.0333815351,0.0000872466
0.0297890532,0.0445593107,0.0415797707,0.0298435336,0.0000694570
0.0297890532,0.0445593107,0.0325420611,0.0642510208,0.0003251510
0.0297890532,0.0445593107,0.0379131777,0.0902675133,0.0006389272
0.0297890532,0.0445593107,0.0316832363,0.0176756837,0.0000245455
0.0297890532,0.0445593107,0.0319959393,0.2162692923,0.0036887840
0.0297890532,0.0445593107,0.0354924690,0.0210061879,0.0000345793
0.0297890532,0.0445593107,0.0366960287,0.3201505579,0.0080513879
0.0297890532,0.0445593107,0.0343524483,0.0130541714,0.0000133372
0.0297890532,0.0445593107,0.0332923641,0.2846257894,0.0063828309
0.0297890532,0.0445593107,0.0422335111,0.0704549402,0.0003874269
0.0297890532,0.0445593107,0.0439660925,0.0194910272,0.0000295089
0.0297890532,0.0445593107,0.0301005408,0.0147328681,0.0000170585
0.0297890532,0.0445593107,0.0311523461,0.0357968520,0.0001009434
0.0297890532,0.0445593107,0.0426705473,0.0218491499,0.0000371502
0.0297890532,0.0445593107,0.0381358410,0.0187676404,0.0000275218
0.0297890532,0.0445593107,0.0316742174,0.1755281808,0.0024303199
0.0297890532,0.0445593107,0.0347562142,0.0113697947,0.0000101048
0.0297890532,0.0445593107,0.0434542204,0.2557247714,0.0051012922
0.0297890532,0.0445593107,0.0382955194,0.0088332328,0.0000060671
0.0297890532,0.0445593107,0.0349844607,0.0093256361,0.0000067863
0.0297890532,0.0445593107,0.0363996519,0.3416599177,0.0091722814
0.0297890532,0.0445593107,0.0310275241,0.0266031243,0.0000557140
0.0297890532,0.0445593107,0.0434843322,0.0160703657,0.0000200538
0.0297890532,0.0445593107,0.0317725067,0.0351324994,0.0000971792
0.0297890532,0.0445593107,0.0402641049,0.0165754259,0.0000214105
0.0297890532,0.0445593107,0.0298057748,0.0142641939,0.0000159912
0.0297890532,0.0445593107,0.0426537071,0.0108877876,0.0000091921
0.0297890532,0.0445593107,0.0364145251,0.0256850784,0.0000516911
0.0297890532,0.0445593107,0.0444476679,0.0324099259,0.0000816764
0.0297890532,0.0445593107,0.0297964325,0.0230338330,0.0000417871
0.0297890532,0.0445593107,0.0359909825,0.2076843953,0.0033899573
0.0297890532,0.0445593107,0.0335481309,0.0462013132,0.0001679032
0.0297890532,0.0445593107,0.0302296804,0.0407117341,0.0001306938
0.0297890532,0.0445593107,0.0316495318,0.0687231261,0.0003722900
0.0297890532,0.0445593107,0.0334043142,0.0859016373,0.0005809628
0.0297890532,0.0445593107,0.0348448482,0.2562143323,0.0051650381
0.0297890532,0.0445593107,0.0358889544,0.2629629009,0.0054356431
0.0297890532,0.0445593107,0.0420161512,0.0497883243,0.0001934300
0.0297890532,0.0445593107,0.0361492964,0.0168419824,0.0000221946
0.0297890532,0.0445593107,0.0349224239,0.0239882331,0.0000451380
0.0297890532,0.0445593107,0.0387121655,0.0110721175,0.0000095458
0.0297890532,0.0445593107,0.0346139375,0.0083095675,0.0000053842
0.0297890532,0.0445593107,0.0339324899,0.0257211652,0.0000519515
0.0297890532,0.0445593107,0.0329993764,0.1257092881,0.0012449571
0.0297890532,0.0445593107,0.0310139575,0.0472147421,0.0001757207
0.0297890532,0.0445593107,0.0402026040,0.0646027030,0.0003264009
0.0297890532,0.0445593107,0.0363068746,0.3029930988,0.0072140376
0.0297890532,0.0445593107,0.0309208565,0.1041008701,0.0008550766
0.0297890532,0.0445593107,0.0406486813,0.0863717544,0.0005833458
0.0297890532,0.0445593107,0.0391772688,0.2360328242,0.0043654220
0.0297890532,0.0445593107,0.0400525257,0.0318820776,0.0000794091
0.0297890532,0.0445593107,0.0372390397,0.0124462111,0.0000120887
0.0297890532,0.0445593107,0.0443847545,0.1835319824,0.0026245357
0.0297890532,0.0445593107,0.0393774997,0.4117088421,0.0132813020
0.0297890532,0.0445593107,0.0354881365,0.4116847682,0.0133291012
0.0297890532,0.0445593107,0.0322949928,0.2797701064,0.0061720090
0.0297890532,0.0445593107,0.0321093930,0.0099371609,0.0000077282
0.0297890532,0.0445593107,0.0358385336,0.0083148818,0.0000053853
0.0297890532,0.0445593107,0.0352890706,0.1387428875,0.0015135717
0.0297890532,0.0445593107,0.0432530313,0.1758056923,0.0024112197
0.0297890532,0.0445593107,0.0350439898,0.0182514980,0.0000261004
0.0297890532,0.0445593107,0.0338448721,0.0714893480,0.0004021467
0.0297890532,0.0445593107,0.0338588813,0.1477021267,0.0017175770
0.0297890532,0.0445593107,0.0351792630,0.0434682742,0.0001483988
0.0297890532,0.0445593107,0.0409175524,0.0178532920,0.0000248307
0.0297890532,0.0445593107,0.0363289009,0.1125963012,0.0009957754
0.0297890532,0.0445593107,0.0414288165,0.3916323658,0.0119920696
0.0297890532,0.0445593107,0.0368077335,0.0167917354,0.0000220486
0.0297890532,0.0445593107,0.0364760675,0.0090639257,0.0000064006
0.0297890532,0.0445593107,0.0376040889,0.4349303233,0.0148477576
0.0297890532,0.0445593107,0.0439610347,0.1223096461,0.0011659132
0.0297890532,0.0445593107,0.0304200465,0.0129129584,0.0000130913
0.0297890532,0.0445593107,0.0414639754,0.3581338576,0.0100277215
0.0297890532,0.0445593107,0.0373117397,0.1766258592,0.0024486736
0.0297890532,0.0445593107,0.0384443915,0.2960587639,0.0068735658
0.0297890532,0.0445593107,0.0415257450,0.0095560858,0.0000070824
0.0297890532,0.0445593107,0.0440385289,0.0117772864,0.0000107448
0.0297890532,0.0445593107,0.0349979616,0.0219045164,0.0000376225
0.0297890532,0.0445593107,0.0392775862,0.0398292446,0.0001240891
0.0297890532,0.0445593107,0.0361680018,0.2802669048,0.0061730910
0.0297890532,0.0445593107,0.0409751463,0.0815502974,0.0005198321
0.0297890532,0.0445593107,0.0383187662,0.0081368662,0.0000051442
0.0297890532,0.0445593107,0.0440583618,0.1973142274,0.0030347208
0.0297890532,0.0445593107,0.0310173088,0.1231869675,0.0011974125
0.0297890532,0.0445593107,0.0441030998,0.0112920205,0.0000098741
0.0297890532,0.0445593107,0.0373828985,0.0902582012,0.0006391201
0.0297890532,0.0445593107,0.0332168568,0.1618944942,0.0020647378
0.0297890532,0.0445593107,0.0323621597,0.0079531727,0.0000049395
0.0297890532,0.0445593107,0.0314953538,0.0266531246,0.0000559032
0.0297890532,0.0445593107,0.0404054516,0.0169530803,0.0000223964
0.0297890532,0.0445593107,0.0340964513,0.0462899931,0.0001684695
0.0297890532,0.0445593107,0.0402358083,0.0844058771,0.0005573188
0.0297890532,0.0445593107,0.0425468472,0.0509333963,0.0002023210
0.0297890532,0.0445593107,0.0387783821,0.0426659401,0.0001424834
0.0297890532,0.0445593107,0.0396674543,0.1788071070,0.0025037493
0.0297890532,0.0445593107,0.0395115446,0.0265696193,0.0000551534
0.0297890532,0.0445593107,0.0307476385,0.1272614906,0.0012782300
0.0297890532,0.0445593107,0.0429490025,0.0458815699,0.0001640774
0.0297890532,0.0445593107,0.0386089185,0.0105841068,0.0000087208
0.0297890532,0.0445593107,0.0326992630,0.0267323962,0.0000561817
0.0297890532,0.0445593107,0.0303313462,0.0382029118,0.0001150587
0.0297890532,0.0445593107,0.0396207243,0.0093783257,0.0000068336
0.0297890532,0.0445593107,0.0425813198,0.2225951995,0.0038686784
0.0297890532,0.0445593107,0.0405732044,0.0499319927,0.0001948444
0.0297890532,0.0445593107,0.0366846386,0.0277040656,0.0000601352
0.0297890532,0.0445593107,0.0303793287,0.0926563346,0.0006776243
0.0297890532,0.0445593107,0.0335946296,0.0890944798,0.0006248718
0.0297890532,0.0445593107,0.0339906518,0.0160840846,0.0000202763
0.0297890532,0.0445593107,0.0321087908,0.0261588241,0.0000538193
0.0297890532,0.0445593107,0.0365065787,0.0180917185,0.0000256105
